gamma,profit_C,profit_G,difference
0.01,2678.0625,0.0,-2678.0625
0.014924623115577889,2678.0625,0.0,-2678.0625
0.01984924623115578,2678.0625,0.0,-2678.0625
0.024773869346733667,2678.0625,0.0,-2678.0625
0.029698492462311557,2678.0625,0.0,-2678.0625
0.03462311557788945,2678.0625,0.0,-2678.0625
0.03954773869346734,2678.0625,0.0,-2678.0625
0.04447236180904523,2678.0625,0.0,-2678.0625
0.04939698492462312,2678.0625,-9.552267404314428,-2687.6147674043145
0.05432160804020101,2678.0625,-35.621974763877354,-2713.6844747638775
0.0592462311557789,2678.0625,-56.91667886115715,-2734.9791788611574
0.06417085427135678,2678.0625,-74.498794278515,-2752.561294278515
0.06909547738693467,2678.0625,-89.12785085919546,-2767.1903508591954
0.07402010050251256,2678.0625,-101.36124966263314,-2779.4237496626333
0.07894472361809045,2678.0625,-111.6173075883019,-2789.679807588302
0.08386934673366835,2678.0625,-120.21609095173693,-2798.278590951737
0.08879396984924623,2678.0625,-127.40666097753393,-2805.469160977534
0.09371859296482411,2678.0625,-133.3857292924113,-2811.4482292924113
0.09864321608040201,2678.0625,-138.3107253235593,-2816.3732253235594
0.1035678391959799,2678.0625,-142.3091355891634,-2820.3716355891634
0.10849246231155779,2678.0625,-145.48529944894304,-2823.547799448943
0.11341708542713567,2678.0625,-147.9254344066095,-2825.9879344066094
0.11834170854271357,2678.0625,-149.70140668712475,-2827.7639066871247
0.12326633165829146,2678.0625,-150.87359798215053,-2828.9360979821504
0.12819095477386935,2678.0625,-151.49311141685277,-2829.5556114168526
0.13311557788944725,2678.0625,-151.60348785702956,-2829.6659878570294
0.13804020100502515,2678.0625,-151.24205483779355,-2829.3045548377936
0.14296482412060302,2678.0625,-150.4409966978553,-2828.503496697855
0.14788944723618092,2678.0625,-149.22821090512178,-2827.2907109051216
0.1528140703517588,2678.0625,-147.62799880536298,-2825.690498805363
0.1577386934673367,2678.0625,-145.6616269792826,-2823.7241269792826
0.16266331658291458,2678.0625,-143.3477866292603,-2821.41028662926
0.16758793969849248,2678.0625,-140.70297197076917,-2818.7654719707693
0.17251256281407037,2678.0625,-137.74179381337927,-2815.8042938133794
0.17743718592964824,2678.0625,-134.4772409226643,-2812.5397409226644
0.18236180904522614,2678.0625,-130.92089903413284,-2808.983399034133
0.18728643216080404,2678.0625,-127.08313531384957,-2805.1456353138497
0.19221105527638194,2678.0625,-122.97325446275534,-2801.0357544627554
0.1971356783919598,2678.0625,-118.59963142324692,-2796.662131423247
0.2020603015075377,2678.0625,-113.96982467977041,-2792.03232467977
0.2069849246231156,2678.0625,-109.09067338540446,-2787.1531733854044
0.21190954773869347,2678.0625,-103.96838094553809,-2782.0308809455382
0.21683417085427137,2678.0625,-98.60858721169868,-2776.6710872116987
0.22175879396984927,2678.0625,-93.01643105608039,-2771.0789310560804
0.22668341708542716,2678.0625,-87.1966047896047,-2765.259104789605
0.23160804020100503,2678.0625,-81.15340163751713,-2759.215901637517
0.23653266331658293,2678.0625,-74.89075728431585,-2752.953257284316
0.24145728643216083,2678.0625,-68.41228633472359,-2746.4747863347234
0.2463819095477387,2678.0625,-61.72131440201841,-2739.7838144020184
0.2513065326633166,2678.0625,-54.82090642353273,-2732.8834064235325
0.2562311557788945,2678.0625,-47.71389171090084,-2725.776391710901
0.2611557788944724,2678.0625,-40.40288616606682,-2718.4653861660668
0.2660804020100503,2678.0625,-32.89031203024544,-2710.9528120302452
0.2710050251256282,2678.0625,-25.178415479648947,-2703.2409154796487
0.275929648241206,2678.0625,-17.26928233698905,-2695.331782336989
0.2808542713567839,2678.0625,-9.164852130021927,-2687.227352130022
0.2857788944723618,2678.0625,-0.8669306965303178,-2678.9294306965303
0.2907035175879397,2678.0625,7.62279849189332,-2670.4397015081067
0.2956281407035176,2678.0625,16.302764137864102,-2661.759735862136
0.3005527638190955,2678.0625,25.171497928210073,-2652.89100207179
0.3054773869346734,2678.0625,34.22762623289162,-2643.8348737671085
0.31040201005025125,2678.0625,43.46986259411702,-2634.592637405883
0.31532663316582915,2678.0625,52.89700091926679,-2625.1654990807333
0.32025125628140705,2678.0625,62.5079093018671,-2615.554590698133
0.32517587939698495,2678.0625,72.30152440403288,-2605.760975595967
0.33010050251256284,2678.0625,82.27684634174565,-2595.7856536582544
0.33502512562814074,2678.0625,92.43293402122802,-2585.629565978772
0.33994974874371864,2678.0625,102.76890088066995,-2575.29359911933
0.3448743718592965,2678.0625,113.28391099679112,-2564.7785890032087
0.3497989949748744,2678.0625,123.97717552028448,-2554.0853244797154
0.3547236180904523,2678.0625,134.84794940817903,-2543.214550591821
0.3596482412060302,2678.0625,145.89552842466415,-2532.166971575336
0.36457286432160807,2678.0625,157.1192463849883,-2520.9432536150116
0.36949748743718597,2678.0625,168.51847261975792,-2509.544027380242
0.37442211055276386,2678.0625,180.09260963934065,-2497.9698903606595
0.3793467336683417,2678.0625,191.8410909801915,-2486.2214090198086
0.3842713567839196,2678.0625,203.76337921678203,-2474.299120783218
0.3891959798994975,2678.0625,215.85896412446283,-2462.203535875537
0.3941206030150754,2678.0625,228.12736098005828,-2449.9351390199417
0.3990452261306533,2678.0625,240.56810898829673,-2437.494391011703
0.4039698492462312,2678.0625,253.1807698233369,-2424.881730176663
0.4088944723618091,2678.0625,265.9649262756857,-2412.0975737243143
0.41381909547738693,2678.0625,278.92018099573113,-2399.1423190042688
0.41874371859296483,2678.0625,292.0461553259351,-2386.016344674065
0.42366834170854273,2678.0625,305.34248821447113,-2372.720011785529
0.4285929648241206,2678.0625,318.8088352037573,-2359.2536647962424
0.4335175879396985,2678.0625,332.4448674879301,-2345.61763251207
0.4384422110552764,2678.0625,346.2502710338366,-2331.8122289661633
0.4433668341708543,2678.0625,360.224745760607,-2317.837754239393
0.44829145728643216,2678.0625,374.3680047733035,-2303.6944952266967
0.45321608040201006,2678.0625,388.67977364653257,-2289.3827263534677
0.45814070351758795,2678.0625,403.1597897542593,-2274.9027102457408
0.46306532663316585,2678.0625,417.8078016423864,-2260.2546983576135
0.46798994974874375,2678.0625,432.6235684409467,-2245.4389315590533
0.47291457286432165,2678.0625,447.60685931302294,-2230.455640686977
0.47783919597989954,2678.0625,462.75745293774247,-2215.3050470622575
0.4827638190954774,2678.0625,478.0751370249164,-2199.9873629750837
0.4876884422110553,2678.0625,493.5597078590863,-2184.5027921409137
0.4926130653266332,2678.0625,509.21096987091863,-2168.8515301290813
0.4975376884422111,2678.0625,525.0287352340523,-2153.0337647659476
0.502462311557789,2678.0625,541.0128234856563,-2137.0496765143434
0.5073869346733668,2678.0625,557.1630611690828,-2120.8994388309175
0.5123115577889448,2678.0625,573.4792814971307,-2104.5832185028694
0.5172361809045226,2678.0625,589.9613240345436,-2088.1011759654566
0.5221608040201006,2678.0625,606.6090343984804,-2071.4534656015194
0.5270854271356784,2678.0625,623.4222639757676,-2054.6402360242323
0.5320100502512564,2678.0625,640.4008696558658,-2037.6616303441342
0.5369346733668342,2678.0625,657.5447135785229,-2020.517786421477
0.541859296482412,2678.0625,674.8536628951924,-2003.2088371048076
0.54678391959799,2678.0625,692.3275895433436,-1985.7349104566565
0.5517085427135678,2678.0625,709.966370032856,-1968.096129967144
0.5566331658291458,2678.0625,727.7698852437594,-1950.2926147562407
0.5615577889447236,2678.0625,745.7380202346072,-1932.3244797653929
0.5664824120603016,2678.0625,763.8706640608546,-1914.1918359391454
0.5714070351758794,2678.0625,782.1677096026187,-1895.8947903973813
0.5763316582914573,2678.0625,800.6290534012794,-1877.4334465987206
0.5812562814070352,2678.0625,819.2545955043776,-1858.8079044956226
0.5861809045226131,2678.0625,838.0442393183364,-1840.0182606816636
0.591105527638191,2678.0625,856.9978914685455,-1821.0646085314545
0.5960301507537689,2678.0625,876.1154616663747,-1801.9470383336252
0.6009547738693468,2678.0625,895.3968625827372,-1782.6656374172628
0.6058793969849247,2678.0625,914.842009727808,-1763.220490272192
0.6108040201005025,2678.0625,934.4508213365681,-1743.611678663432
0.6157286432160805,2678.0625,954.2232182598393,-1723.8392817401607
0.6206532663316583,2678.0625,974.1591238605045,-1703.9033761394955
0.6255778894472362,2678.0625,994.2584639146323,-1683.8040360853677
0.6305025125628141,2678.0625,1014.5211665172346,-1663.5413334827654
0.635427135678392,2678.0625,1034.9471619924082,-1643.1153380075918
0.6403517587939699,2678.0625,1055.5363828076156,-1622.5261171923844
0.6452763819095477,2678.0625,1076.2887634919025,-1601.7737365080975
0.6502010050251257,2678.0625,1097.2042405578234,-1580.8582594421766
0.6551256281407035,2678.0625,1118.2827524268866,-1559.7797475731134
0.6600502512562815,2678.0625,1139.5242393583492,-1538.5382606416508
0.6649748743718593,2678.0625,1160.9286433811599,-1517.1338566188401
0.6698994974874373,2678.0625,1182.4959082289151,-1495.5665917710849
0.6748241206030151,2678.0625,1204.2259792776604,-1473.8365207223396
0.679748743718593,2678.0625,1226.1188034863908,-1451.9436965136092
0.6846733668341709,2678.0625,1248.1743293401278,-1429.8881706598722
0.6895979899497487,2678.0625,1270.392506795426,-1407.669993204574
0.6945226130653267,2678.0625,1292.7732872282043,-1385.2892127717957
0.6994472361809045,2678.0625,1315.3166233837785,-1362.7458766162215
0.7043718592964825,2678.0625,1338.0224693289927,-1340.0400306710073
0.7092964824120603,2678.0625,1360.8907804063376,-1317.1717195936624
0.7142211055276382,2678.0625,1383.9215131899778,-1294.1409868100222
0.7191457286432161,2678.0625,1407.1146254435776,-1270.9478745564224
0.724070351758794,2678.0625,1430.470076079847,-1247.592423920153
0.7289949748743719,2678.0625,1453.9878251217376,-1224.0746748782624
0.7339195979899498,2678.0625,1477.6678336651867,-1200.3946663348133
0.7388442211055277,2678.0625,1501.5100638433637,-1176.5524361566363
0.7437688442211056,2678.0625,1525.514478792328,-1152.548021207672
0.7486934673366834,2678.0625,1549.681042618048,-1128.381457381952
0.7536180904522614,2678.0625,1574.0097203647117,-1104.0527796352883
0.7585427135678392,2678.0625,1598.5004779842677,-1079.5620220157323
0.7634673366834172,2678.0625,1623.1532823071518,-1054.9092176928482
0.768391959798995,2678.0625,1647.9681010141335,-1030.0943989858665
0.773316582914573,2678.0625,1672.9449026092439,-1005.1175973907561
0.7782412060301508,2678.0625,1698.0836563937225,-979.9788436062775
0.7831658291457286,2678.0625,1723.3843324409588,-954.6781675590412
0.7880904522613066,2678.0625,1748.846901572365,-929.2155984276351
0.7930150753768844,2678.0625,1774.4713353341456,-903.5911646658544
0.7979396984924624,2678.0625,1800.2576059749388,-877.8048940250612
0.8028643216080402,2678.0625,1826.2056864242684,-851.8568135757316
0.8077889447236182,2678.0625,1852.3155502717912,-825.7469497282088
0.812713567839196,2678.0625,1878.5871717472946,-799.4753282527054
0.8176381909547739,2678.0625,1905.0205257014218,-773.0419742985782
0.8225628140703518,2678.0625,1931.6155875870857,-746.4469124129143
0.8274874371859297,2678.0625,1958.372333441546,-719.6901665584539
0.8324120603015076,2678.0625,1985.290739869126,-692.7717601308741
0.8373366834170854,2678.0625,2012.370784024535,-665.6917159754651
0.8422613065326634,2678.0625,2039.6124435967824,-638.4500564032176
0.8471859296482412,2678.0625,2067.015696793641,-611.0468032063591
0.8521105527638191,2678.0625,2094.5805223266652,-583.4819776733348
0.857035175879397,2678.0625,2122.3068993967127,-555.7556006032873
0.8619597989949749,2678.0625,2150.194807679962,-527.8676923200378
0.8668844221105528,2678.0625,2178.2442273144234,-499.81827268557663
0.8718090452261307,2678.0625,2206.455138886882,-471.6073611131178
0.8767336683417086,2678.0625,2234.827523420304,-443.2349765796962
0.8816582914572865,2678.0625,2263.361362361648,-414.70113763835207
0.8865829145728643,2678.0625,2292.056637570095,-386.00586242990494
0.8915075376884423,2678.0625,2320.913331305658,-357.1491686943418
0.8964321608040201,2678.0625,2349.931426218177,-328.13107378182303
0.9013567839195981,2678.0625,2379.110905336663,-298.9515946633369
0.9062814070351759,2678.0625,2408.4517520590025,-269.6107479409975
0.9112060301507539,2678.0625,2437.95395014199,-240.10854985801006
0.9161306532663317,2678.0625,2467.6174836916725,-210.44501630832747
0.9210552763819095,2678.0625,2497.4423371540233,-180.62016284597667
0.9259798994974875,2678.0625,2527.4284953058996,-150.63400469410044
0.9309045226130653,2678.0625,2557.5759432462846,-120.48655675371538
0.9358291457286433,2678.0625,2587.8846663878217,-90.17783361217835
0.9407537688442211,2678.0625,2618.354650448596,-59.7078495514038
0.9456783919597991,2678.0625,2648.985881444187,-29.076618555813184
0.9506030150753769,2678.0625,2679.778345679959,1.7158456799588748
0.9555276381909548,2678.0625,2710.7320297435986,32.66952974359856
0.9604522613065327,2678.0625,2741.846920497871,63.784420497871
0.9653768844221106,2678.0625,2773.123005073606,95.06050507360578
0.9703015075376885,2678.0625,2804.5602708628976,126.4977708628976
0.9752261306532664,2678.0625,2836.1587055125037,158.09620551250373
0.9801507537688443,2678.0625,2867.9182969174535,189.85579691745352
0.9850753768844221,2678.0625,2899.839033214834,221.77653321483422
0.99,2678.0625,2931.9209027777774,253.85840277777743
